Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
vardas810 pavarde810 5 2 6 1 10 3 4 2 4 6 2 4 1 7 4 3
vardas812 pavarde812 4 5 10 5 8 3 8 1 10 2 4 10 10 7 2 2
vardas816 pavarde816 7 6 9 2 1 1 8 7 9 5 2 4 3 1 3 3
vardas817 pavarde817 10 10 9 4 4 1 2 2 5 3 3 8 6 5 5 2
vardas818 pavarde818 10 3 5 3 5 2 9 4 6 3 7 1 3 9 5 2
vardas820 pavarde820 8 5 10 4 9 10 7 4 2 5 6 4 5 1 8 4
vardas823 pavarde823 1 7 1 5 6 7 1 5 1 7 2 9 3 5 9 5
vardas827 pavarde827 7 2 10 4 10 5 1 4 3 9 2 3 4 3 3 1
vardas828 pavarde828 10 3 8 5 6 1 10 3 2 7 1 9 2 6 10 1
vardas83 pavarde83 10 6 7 9 10 6 6 3 2 6 10 10 2 7 3 2
vardas833 pavarde833 1 2 1 6 4 3 5 3 7 4 1 5 10 1 3 4
vardas834 pavarde834 7 7 4 10 9 5 6 2 5 10 1 5 10 7 4 2
vardas835 pavarde835 1 4 8 6 8 4 8 6 7 10 1 8 2 5 2 1
vardas836 pavarde836 1 7 10 9 1 5 1 6 5 3 2 6 10 5 7 2
vardas838 pavarde838 7 10 10 7 6 2 4 2 4 5 7 5 1 6 6 1
vardas839 pavarde839 1 2 10 2 9 4 10 6 9 7 4 7 7 4 8 3
vardas843 pavarde843 1 6 3 9 4 7 6 1 5 10 3 9 3 10 4 2
vardas846 pavarde846 1 10 1 4 4 5 2 9 3 6 3 9 7 2 7 5
vardas849 pavarde849 2 3 8 3 7 10 9 9 6 2 9 3 6 5 2 1
vardas85 pavarde85 10 1 5 9 6 2 3 10 8 4 9 1 10 3 4 2
vardas851 pavarde851 4 6 8 2 7 8 1 5 1 1 9 6 5 10 8 1
vardas854 pavarde854 1 1 2 9 9 2 10 4 8 8 10 5 6 2 6 2
vardas856 pavarde856 5 10 8 3 4 9 6 3 8 7 7 5 1 5 7 4
vardas863 pavarde863 7 8 5 7 2 7 4 3 6 2 5 7 1 3 3 3
vardas867 pavarde867 3 2 4 6 4 4 4 8 6 10 3 4 9 1 3 1
vardas870 pavarde870 5 10 3 2 9 9 4 10 8 9 4 3 10 1 5 2
vardas871 pavarde871 1 1 10 6 1 6 6 4 3 1 5 4 8 7 3 2
vardas875 pavarde875 1 8 3 1 3 2 6 9 7 6 5 10 8 10 10 2
vardas876 pavarde876 2 9 3 6 6 8 8 5 5 3 8 6 1 6 3 3
vardas879 pavarde879 3 10 6 3 10 5 1 7 7 8 4 9 5 1 7 4
vardas880 pavarde880 1 7 8 8 7 6 3 1 3 5 5 8 10 10 6 4
vardas882 pavarde882 9 2 4 7 7 8 8 1 2 2 9 4 3 4 7 4
vardas887 pavarde887 2 9 8 8 1 8 5 8 8 5 2 1 8 1 8 3
vardas888 pavarde888 3 10 3 4 7 6 1 9 6 5 10 2 10 7 10 3
vardas89 pavarde89 6 9 8 2 8 1 7 1 5 2 4 1 3 10 7 1
vardas890 pavarde890 3 8 5 1 3 8 10 10 4 9 3 3 5 2 7 1
vardas891 pavarde891 1 9 8 7 6 3 10 9 10 5 7 8 7 2 9 1
vardas893 pavarde893 7 4 8 2 9 9 10 8 3 8 7 1 2 6 2 3
vardas894 pavarde894 1 5 6 5 7 1 2 7 1 1 3 2 8 9 3 4
vardas901 pavarde901 5 3 1 2 9 8 5 5 4 5 6 9 2 2 8 4
vardas902 pavarde902 3 7 1 10 10 7 8 4 3 4 4 2 9 4 7 4
vardas909 pavarde909 3 4 8 6 6 5 9 9 10 1 7 2 6 3 9 4
vardas910 pavarde910 3 5 8 1 5 1 10 3 10 2 7 10 7 10 9 1
vardas911 pavarde911 3 9 6 8 3 7 8 2 7 6 5 4 9 6 9 3
vardas914 pavarde914 5 9 1 3 2 8 2 8 5 1 10 9 8 2 9 3
vardas915 pavarde915 2 8 4 6 5 7 1 9 7 1 1 1 7 7 7 3
vardas916 pavarde916 7 7 5 8 7 7 7 1 7 6 2 6 9 10 10 1
vardas918 pavarde918 3 6 5 9 2 1 1 10 8 2 5 6 4 4 6 3
vardas919 pavarde919 8 4 8 9 3 9 6 3 4 6 9 5 1 9 2 3
vardas92 pavarde92 4 2 4 9 8 10 4 9 9 5 1 1 9 7 9 3
vardas920 pavarde920 4 8 3 5 8 4 6 7 7 10 4 2 5 2 4 3
vardas921 pavarde921 5 1 1 9 1 9 1 4 4 1 10 4 10 1 9 3
vardas924 pavarde924 5 4 6 10 8 1 4 6 1 10 7 10 1 3 7 2
vardas925 pavarde925 10 2 6 7 10 6 9 9 5 3 8 4 8 2 3 2
vardas926 pavarde926 5 1 4 5 3 9 10 3 8 8 4 8 1 10 2 2
vardas933 pavarde933 6 10 6 6 4 3 9 6 3 4 7 9 8 9 9 1
vardas941 pavarde941 5 1 8 6 5 2 6 4 4 1 10 7 2 2 7 4
vardas943 pavarde943 4 2 5 10 3 2 3 8 2 2 5 3 6 3 8 5
vardas946 pavarde946 1 6 2 6 6 6 4 10 7 5 7 1 2 10 8 1
vardas949 pavarde949 1 10 1 9 5 6 4 3 7 7 2 6 6 9 4 1
vardas951 pavarde951 2 1 7 6 9 10 1 7 8 4 2 3 2 5 3 2
vardas952 pavarde952 5 5 9 10 9 7 10 2 10 6 3 8 8 5 4 1
vardas953 pavarde953 8 2 9 6 3 1 2 10 4 3 2 5 10 5 8 4
vardas956 pavarde956 2 7 8 6 3 2 9 7 8 1 6 8 6 7 8 4
vardas957 pavarde957 9 10 4 8 6 1 3 4 4 1 1 10 9 3 7 1
vardas961 pavarde961 4 2 5 8 10 5 4 9 7 10 8 1 5 7 8 3
vardas963 pavarde963 2 1 9 4 7 2 2 4 4 1 4 8 7 3 10 3
vardas965 pavarde965 10 2 1 6 5 2 1 8 2 5 5 10 9 7 3 2
vardas966 pavarde966 6 4 2 9 8 4 9 4 8 4 8 2 3 3 9 4
vardas968 pavarde968 6 4 5 3 9 5 6 6 10 6 7 5 8 7 8 4
vardas970 pavarde970 7 9 1 5 5 8 2 4 3 10 8 3 6 8 6 2
vardas972 pavarde972 10 8 2 4 8 3 8 2 2 7 4 8 4 1 1 4
vardas974 pavarde974 2 7 9 1 2 8 2 3 4 8 2 8 8 2 1 1
vardas977 pavarde977 5 7 7 5 10 4 7 9 7 6 2 4 1 10 3 4
vardas979 pavarde979 9 10 5 1 6 1 1 2 6 2 7 8 4 10 1 1
vardas981 pavarde981 5 1 9 10 3 9 3 9 10 10 6 5 1 9 6 2
vardas99 pavarde99 9 6 5 10 5 7 9 4 3 4 7 3 3 5 8 1
vardas991 pavarde991 6 7 9 8 3 8 1 5 2 4 5 10 7 3 9 4
vardas992 pavarde992 4 8 8 9 2 7 7 10 4 1 4 2 8 7 6 3
vardas993 pavarde993 6 4 2 8 1 2 3 5 7 9 4 4 1 3 7 4
vardas994 pavarde994 2 4 2 5 3 10 4 8 10 9 9 9 7 4 4 2
vardas996 pavarde996 2 10 1 4 10 6 1 1 6 2 10 2 5 3 6 4
vardas997 pavarde997 9 7 6 7 2 1 4 5 2 3 6 7 1 4 3 2
vardas998 pavarde998 3 3 7 2 10 9 3 5 10 2 9 7 6 4 10 4
vardas999 pavarde999 2 7 1 3 10 6 7 1 10 4 10 10 7 2 3 1
